Row,Brand,Model,Recorded Dimensions,Verdict,Finding,Recommended Value,Cut Sheet Status,Recommended Source,Current URL
140,IceAir,LXA04,"54"" W x 14.375"" H x 12"" D",UNSOURCED,FHA/FXA/LXA rows cite an IEC fan-coil IOM; model numbers do not appear in it.,,live but model not found in doc,Ice Air FCU submittal for the FHA/FXA/LXA family,https://files.iecokc.com/IOM/IOM-100-Horiz-Vertical-Hi-Perf-Fan_Coil_IOM-I100-90000950.pdf
141,IceAir,FHA0600,"43.5"" W x 25"" H x 9.125"" D",UNSOURCED,FHA/FXA/LXA rows cite an IEC fan-coil IOM; model numbers do not appear in it.,,live but model not found in doc,Ice Air FCU submittal for the FHA/FXA/LXA family,https://files.iecokc.com/IOM/IOM-100-Horiz-Vertical-Hi-Perf-Fan_Coil_IOM-I100-90000950.pdf
142,IceAir,FXA06,"61"" W x 25"" H x 9.125"" D",UNSOURCED,FHA/FXA/LXA rows cite an IEC fan-coil IOM; model numbers do not appear in it.,,live but model not found in doc,Ice Air FCU submittal for the FHA/FXA/LXA family,https://files.iecokc.com/IOM/IOM-100-Horiz-Vertical-Hi-Perf-Fan_Coil_IOM-I100-90000950.pdf
143,IceAir,5FCVE02,"41"" W x 25"" H x 9.25"" D",UNSOURCED,Cited ice-air-fcu-fcve-submittal.pdf is a single page with ~1.1k characters and no dimensional data.,,live but contains no dims,Ice Air FCVE submittal drawing sheet,https://www.ice-air.com/wp-content/uploads/ice-air-fcu-fcve-submittal.pdf
144,IceAir,5FCVC03,"23.75"" W x 25"" H x 9"" D",UNSOURCED,Cited FCVC/FCVE install manual does not state these unit dimensions.,,live,,https://www.ice-air.com/wp-content/uploads/ICE6082-FCVC-FCVE-Install.pdf
145,IceAir,5FCVE03,"45"" W x 25"" H x 9.25"" D",UNSOURCED,Cited ice-air-fcu-fcve-submittal.pdf is a single page with ~1.1k characters and no dimensional data.,,live but contains no dims,Ice Air FCVE submittal drawing sheet,https://www.ice-air.com/wp-content/uploads/ice-air-fcu-fcve-submittal.pdf
146,IceAir,5FCVE04,"51"" W x 25"" H x 9.25"" D",UNSOURCED,Cited ice-air-fcu-fcve-submittal.pdf is a single page with ~1.1k characters and no dimensional data.,,live but contains no dims,Ice Air FCVE submittal drawing sheet,https://www.ice-air.com/wp-content/uploads/ice-air-fcu-fcve-submittal.pdf
147,IceAir,MPY04,"17"" W x 88"" H x 17"" D",UNSOURCED,"IEC/MPY vertical stack row; 88"" height not individually re-verified in this pass.",,live,,https://files.iecokc.com/Technical%20Catalogs/CA-050-ModHiRise-I100-90002105.pdf
148,IceAir,5FCVE06,"61"" W x 25"" H x 9.25"" D",UNSOURCED,Cited ice-air-fcu-fcve-submittal.pdf is a single page with ~1.1k characters and no dimensional data.,,live but contains no dims,Ice Air FCVE submittal drawing sheet,https://www.ice-air.com/wp-content/uploads/ice-air-fcu-fcve-submittal.pdf
149,IceAir,MPY06,"20"" W x 88"" H x 20"" D",UNSOURCED,"IEC/MPY vertical stack row; 88"" height not individually re-verified in this pass.",,live,,https://files.iecokc.com/Technical%20Catalogs/CA-050-ModHiRise-I100-90002105.pdf
150,IceAir,5FCVE08,"63"" W x 25"" H x 9.25"" D",UNSOURCED,Cited ice-air-fcu-fcve-submittal.pdf is a single page with ~1.1k characters and no dimensional data.,,live but contains no dims,Ice Air FCVE submittal drawing sheet,https://www.ice-air.com/wp-content/uploads/ice-air-fcu-fcve-submittal.pdf
151,IceAir,5FCVC08,"42.75"" W x 25"" H x 9"" D",UNSOURCED,Cited FCVC/FCVE install manual does not state these unit dimensions.,,live,,https://www.ice-air.com/wp-content/uploads/ICE6082-FCVC-FCVE-Install.pdf
152,IceAir,SAB-8727-115,"34.625"" W x 9.875"" H x 16.375"" D",UNSOURCED,SAB-8727 rows not individually re-verified in this pass.,,live,,https://islandaire.com/wp-content/uploads/2025/08/EZKF-Series-Cut-Sheet.pdf
153,IceAir,SAB-8727-208,"34.625"" W x 9.875"" H x 16.375"" D",UNSOURCED,SAB-8727 rows not individually re-verified in this pass.,,live,,https://islandaire.com/wp-content/uploads/2025/08/EZKF-Series-Cut-Sheet.pdf
154,IceAir,5RSAN07,"42"" W x 16"" H x 15"" D (sleeve)",WRONG,"Recorded 42x16x15 appears nowhere in Ice Air literature. The RSAN submittal drawing (APB-9377) gives chassis 39-3/4"" W x 13-3/4"" H x 21-1/8"" D, enclosure 54"" W x 22"" H. 42x16 is the generic PTAC sleeve size, which RSAN is not.","39.75"" W x 13.75"" H x 21.125"" D (chassis); enclosure 54"" x 22""",cited product sheet has NO dims,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsan-submittal.pdf,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsan-submittal.pdf
155,IceAir,5RSAN09,"42"" W x 16"" H x 15"" D (sleeve)",WRONG,"Recorded 42x16x15 appears nowhere in Ice Air literature. The RSAN submittal drawing (APB-9377) gives chassis 39-3/4"" W x 13-3/4"" H x 21-1/8"" D, enclosure 54"" W x 22"" H. 42x16 is the generic PTAC sleeve size, which RSAN is not.","39.75"" W x 13.75"" H x 21.125"" D (chassis); enclosure 54"" x 22""",cited product sheet has NO dims,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsan-submittal.pdf,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsan-submittal.pdf
156,IceAir,5RSAN13,"42"" W x 16"" H x 15"" D (sleeve)",WRONG,"Recorded 42x16x15 appears nowhere in Ice Air literature. The RSAN submittal drawing (APB-9377) gives chassis 39-3/4"" W x 13-3/4"" H x 21-1/8"" D, enclosure 54"" W x 22"" H. 42x16 is the generic PTAC sleeve size, which RSAN is not.","39.75"" W x 13.75"" H x 21.125"" D (chassis); enclosure 54"" x 22""",cited product sheet has NO dims,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsan-submittal.pdf,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsan-submittal.pdf
157,IceAir,5RSAN15,"42"" W x 16"" H x 15"" D (sleeve)",WRONG,"Recorded 42x16x15 appears nowhere in Ice Air literature. The RSAN submittal drawing (APB-9377) gives chassis 39-3/4"" W x 13-3/4"" H x 21-1/8"" D, enclosure 54"" W x 22"" H. 42x16 is the generic PTAC sleeve size, which RSAN is not.","39.75"" W x 13.75"" H x 21.125"" D (chassis); enclosure 54"" x 22""",cited product sheet has NO dims,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsan-submittal.pdf,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsan-submittal.pdf
158,IceAir,8RSAN09,"42"" W x 16"" H x 15"" D (sleeve)",WRONG,"Recorded 42x16x15 appears nowhere in Ice Air literature. The RSAN submittal drawing (APB-9377) gives chassis 39-3/4"" W x 13-3/4"" H x 21-1/8"" D, enclosure 54"" W x 22"" H. 42x16 is the generic PTAC sleeve size, which RSAN is not.","39.75"" W x 13.75"" H x 21.125"" D (chassis); enclosure 54"" x 22""",cited product sheet has NO dims,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsan-submittal.pdf,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsan-submittal.pdf
159,IceAir,8RSAN13,"42"" W x 16"" H x 15"" D (sleeve)",WRONG,"Recorded 42x16x15 appears nowhere in Ice Air literature. The RSAN submittal drawing (APB-9377) gives chassis 39-3/4"" W x 13-3/4"" H x 21-1/8"" D, enclosure 54"" W x 22"" H. 42x16 is the generic PTAC sleeve size, which RSAN is not.","39.75"" W x 13.75"" H x 21.125"" D (chassis); enclosure 54"" x 22""",cited product sheet has NO dims,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsan-submittal.pdf,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsan-submittal.pdf
160,IceAir,8RSAN15,"42"" W x 16"" H x 15"" D (sleeve)",WRONG,"Recorded 42x16x15 appears nowhere in Ice Air literature. The RSAN submittal drawing (APB-9377) gives chassis 39-3/4"" W x 13-3/4"" H x 21-1/8"" D, enclosure 54"" W x 22"" H. 42x16 is the generic PTAC sleeve size, which RSAN is not.","39.75"" W x 13.75"" H x 21.125"" D (chassis); enclosure 54"" x 22""",cited product sheet has NO dims,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsan-submittal.pdf,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsan-submittal.pdf
161,IceAir,8RSAN17,"42"" W x 16"" H x 15"" D (sleeve)",WRONG,"Recorded 42x16x15 appears nowhere in Ice Air literature. The RSAN submittal drawing (APB-9377) gives chassis 39-3/4"" W x 13-3/4"" H x 21-1/8"" D, enclosure 54"" W x 22"" H. 42x16 is the generic PTAC sleeve size, which RSAN is not.","39.75"" W x 13.75"" H x 21.125"" D (chassis); enclosure 54"" x 22""",cited product sheet has NO dims,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsan-submittal.pdf,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsan-submittal.pdf
162,IceAir,8RSAN18,"42"" W x 16"" H x 15"" D (sleeve)",WRONG,"Recorded 42x16x15 appears nowhere in Ice Air literature. The RSAN submittal drawing (APB-9377) gives chassis 39-3/4"" W x 13-3/4"" H x 21-1/8"" D, enclosure 54"" W x 22"" H. 42x16 is the generic PTAC sleeve size, which RSAN is not.","39.75"" W x 13.75"" H x 21.125"" D (chassis); enclosure 54"" x 22""",cited product sheet has NO dims,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsan-submittal.pdf,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsan-submittal.pdf
163,IceAir,5RSEA09,"44 3/4"" W x 16 1/2"" H x 20 3/4"" D (sleeve)",WRONG,"Ice Air RSEA dimensional drawing (APA-8448) gives 43-1/2"" W x 14-1/2"" H x 18"" D. Recorded 44.75 x 16.5 x 20.75 does not appear.","43.5"" W x 14.5"" H x 18"" D",cited product sheet has NO dims,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsea-submittal.pdf,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsea-product-sheet.pdf
164,IceAir,5RSEA13,"44 3/4"" W x 16 1/2"" H x 20 3/4"" D (sleeve)",WRONG,"Ice Air RSEA dimensional drawing (APA-8448) gives 43-1/2"" W x 14-1/2"" H x 18"" D. Recorded 44.75 x 16.5 x 20.75 does not appear.","43.5"" W x 14.5"" H x 18"" D",cited product sheet has NO dims,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsea-submittal.pdf,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsea-product-sheet.pdf
165,IceAir,8RSEA09,"44 3/4"" W x 16 1/2"" H x 20 3/4"" D (sleeve)",WRONG,"Ice Air RSEA dimensional drawing (APA-8448) gives 43-1/2"" W x 14-1/2"" H x 18"" D. Recorded 44.75 x 16.5 x 20.75 does not appear.","43.5"" W x 14.5"" H x 18"" D",cited product sheet has NO dims,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsea-submittal.pdf,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsea-product-sheet.pdf
166,IceAir,8RSEA13,"44 3/4"" W x 16 1/2"" H x 20 3/4"" D (sleeve)",WRONG,"Ice Air RSEA dimensional drawing (APA-8448) gives 43-1/2"" W x 14-1/2"" H x 18"" D. Recorded 44.75 x 16.5 x 20.75 does not appear.","43.5"" W x 14.5"" H x 18"" D",cited product sheet has NO dims,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsea-submittal.pdf,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsea-product-sheet.pdf
167,IceAir,8RSEA18,"44 3/4"" W x 16 1/2"" H x 20 3/4"" D (sleeve)",WRONG,"Ice Air RSEA dimensional drawing (APA-8448) gives 43-1/2"" W x 14-1/2"" H x 18"" D. Recorded 44.75 x 16.5 x 20.75 does not appear.","43.5"" W x 14.5"" H x 18"" D",cited product sheet has NO dims,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsea-submittal.pdf,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsea-product-sheet.pdf
168,IceAir,5RSMK09,"36"" W x 13 15/16"" H x 19.25"" D (sleeve)",UNSOURCED,Neither the cited RSMK product sheet nor the RSMK submittal contains dimensional data.,,cited product sheet has NO dims,Request RSMK dimensional drawing from Ice Air,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsmk-product-sheet.pdf
169,IceAir,5RSMK13,"36"" W x 13 15/16"" H x 19.25"" D (sleeve)",UNSOURCED,Neither the cited RSMK product sheet nor the RSMK submittal contains dimensional data.,,cited product sheet has NO dims,Request RSMK dimensional drawing from Ice Air,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsmk-product-sheet.pdf
170,IceAir,8RSMK09,"36"" W x 13 15/16"" H x 19.25"" D (sleeve)",UNSOURCED,Neither the cited RSMK product sheet nor the RSMK submittal contains dimensional data.,,cited product sheet has NO dims,Request RSMK dimensional drawing from Ice Air,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsmk-product-sheet.pdf
171,IceAir,8RSMK13,"36"" W x 13 15/16"" H x 19.25"" D (sleeve)",UNSOURCED,Neither the cited RSMK product sheet nor the RSMK submittal contains dimensional data.,,cited product sheet has NO dims,Request RSMK dimensional drawing from Ice Air,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsmk-product-sheet.pdf
172,IceAir,8RSMK16,"36"" W x 13 15/16"" H x 19.25"" D (sleeve)",UNSOURCED,Neither the cited RSMK product sheet nor the RSMK submittal contains dimensional data.,,cited product sheet has NO dims,Request RSMK dimensional drawing from Ice Air,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsmk-product-sheet.pdf
173,IceAir,8rsan09-e3,"42"" W x 16"" H x 15"" D (sleeve)",WRONG,"Recorded 42x16x15 appears nowhere in Ice Air literature. The RSAN submittal drawing (APB-9377) gives chassis 39-3/4"" W x 13-3/4"" H x 21-1/8"" D, enclosure 54"" W x 22"" H. 42x16 is the generic PTAC sleeve size, which RSAN is not.","39.75"" W x 13.75"" H x 21.125"" D (chassis); enclosure 54"" x 22""",cited product sheet has NO dims,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsan-submittal.pdf,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsan-submittal.pdf
174,IceAir,5RSF09,"27.125"" W x 16.875"" H x 18.125"" D ",WRONG,"Ice Air RSF drawing (SAB-8644) gives chassis ~26-1/2"" W x 16"" H x 17-1/2"" D (enclosure 44"" W x 21"" H x 9"" D min). Recorded 27.125 x 16.875 x 18.125 does not appear.","~26.5"" W x 16"" H x 17.5"" D (chassis) - confirm with Ice Air",cited product sheet has NO dims,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsf-submittal.pdf,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsf-product-sheet.pdf
175,IceAir,5RSF12,"27.125"" W x 16.875"" H x 18.125"" D ",WRONG,"Ice Air RSF drawing (SAB-8644) gives chassis ~26-1/2"" W x 16"" H x 17-1/2"" D (enclosure 44"" W x 21"" H x 9"" D min). Recorded 27.125 x 16.875 x 18.125 does not appear.","~26.5"" W x 16"" H x 17.5"" D (chassis) - confirm with Ice Air",cited product sheet has NO dims,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsf-submittal.pdf,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsf-product-sheet.pdf
176,IceAir,5RSF13,"27.125"" W x 16.875"" H x 18.125"" D ",WRONG,"Ice Air RSF drawing (SAB-8644) gives chassis ~26-1/2"" W x 16"" H x 17-1/2"" D (enclosure 44"" W x 21"" H x 9"" D min). Recorded 27.125 x 16.875 x 18.125 does not appear.","~26.5"" W x 16"" H x 17.5"" D (chassis) - confirm with Ice Air",cited product sheet has NO dims,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsf-submittal.pdf,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsf-product-sheet.pdf
177,IceAir,8RSF13,"27.125"" W x 16.875"" H x 18.125"" D ",WRONG,"Ice Air RSF drawing (SAB-8644) gives chassis ~26-1/2"" W x 16"" H x 17-1/2"" D (enclosure 44"" W x 21"" H x 9"" D min). Recorded 27.125 x 16.875 x 18.125 does not appear.","~26.5"" W x 16"" H x 17.5"" D (chassis) - confirm with Ice Air",cited product sheet has NO dims,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsf-submittal.pdf,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsf-product-sheet.pdf
178,IceAir,8RSF16,"27.125"" W x 16.875"" H x 18.125"" D ",WRONG,"Ice Air RSF drawing (SAB-8644) gives chassis ~26-1/2"" W x 16"" H x 17-1/2"" D (enclosure 44"" W x 21"" H x 9"" D min). Recorded 27.125 x 16.875 x 18.125 does not appear.","~26.5"" W x 16"" H x 17.5"" D (chassis) - confirm with Ice Air",cited product sheet has NO dims,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsf-submittal.pdf,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsf-product-sheet.pdf
179,IceAir,5RSK07,"36"" W x 15"" H x 19.25"" D",OK,"Verified against RSK submittal drawing: chassis 36"" W x 15"" H x 19-1/4"" D. (Sleeve is 36-3/4""; enclosure 52"" x 22"".) Correctly tagged (chassis).",,ok,,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsk-submittal.pdf
180,IceAir,5RSK09,"36"" W x 15"" H x 19.25"" D (chassis)",OK,"Verified against RSK submittal drawing: chassis 36"" W x 15"" H x 19-1/4"" D. (Sleeve is 36-3/4""; enclosure 52"" x 22"".) Correctly tagged (chassis).",,ok,,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsk-submittal.pdf
181,IceAir,5RSK13,"36"" W x 15"" H x 19.25"" D (chassis)",OK,"Verified against RSK submittal drawing: chassis 36"" W x 15"" H x 19-1/4"" D. (Sleeve is 36-3/4""; enclosure 52"" x 22"".) Correctly tagged (chassis).",,ok,,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsk-submittal.pdf
182,IceAir,5RSK13A,"36"" W x 15"" H x 19.25"" D (chassis)",OK,"Verified against RSK submittal drawing: chassis 36"" W x 15"" H x 19-1/4"" D. (Sleeve is 36-3/4""; enclosure 52"" x 22"".) Correctly tagged (chassis).",,ok,,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsk-submittal.pdf
183,IceAir,8RSK09,"36"" W x 15"" H x 19.25"" D (chassis)",OK,"Verified against RSK submittal drawing: chassis 36"" W x 15"" H x 19-1/4"" D. (Sleeve is 36-3/4""; enclosure 52"" x 22"".) Correctly tagged (chassis).",,ok,,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsk-submittal.pdf
184,IceAir,8RSK13,"36"" W x 15"" H x 19.25"" D (chassis)",OK,"Verified against RSK submittal drawing: chassis 36"" W x 15"" H x 19-1/4"" D. (Sleeve is 36-3/4""; enclosure 52"" x 22"".) Correctly tagged (chassis).",,ok,,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsk-submittal.pdf
185,IceAir,8RSK16,"36"" W x 15"" H x 19.25"" D (chassis)",OK,"Verified against RSK submittal drawing: chassis 36"" W x 15"" H x 19-1/4"" D. (Sleeve is 36-3/4""; enclosure 52"" x 22"".) Correctly tagged (chassis).",,ok,,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsk-submittal.pdf
186,IceAir,8RSK18,"36"" W x 15"" H x 19.25"" D (chassis)",OK,"Verified against RSK submittal drawing: chassis 36"" W x 15"" H x 19-1/4"" D. (Sleeve is 36-3/4""; enclosure 52"" x 22"".) Correctly tagged (chassis).",,ok,,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsk-submittal.pdf
187,IceAir,5RSZ09,"36"" W x 16"" H x 11.375"" D (sleeve)",UNSOURCED,"Neither the cited RSZ product sheet nor the RSZ submittal contains dimensional data. Recorded 36x16x11.375 equals the Islandaire EZRM sleeve figure used on rows 92-99 (RSZ replaces Islandaire RM), so it is plausible but uncited.",,cited product sheet has NO dims,Request RSZ dimensional drawing from Ice Air,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsz-product-sheet.pdf
188,IceAir,5RSZ13,"36"" W x 16"" H x 11.375"" D (sleeve)",UNSOURCED,"Neither the cited RSZ product sheet nor the RSZ submittal contains dimensional data. Recorded 36x16x11.375 equals the Islandaire EZRM sleeve figure used on rows 92-99 (RSZ replaces Islandaire RM), so it is plausible but uncited.",,cited product sheet has NO dims,Request RSZ dimensional drawing from Ice Air,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsz-product-sheet.pdf
189,IceAir,5RSZ13A,"36"" W x 16"" H x 11.375"" D (sleeve)",UNSOURCED,"Neither the cited RSZ product sheet nor the RSZ submittal contains dimensional data. Recorded 36x16x11.375 equals the Islandaire EZRM sleeve figure used on rows 92-99 (RSZ replaces Islandaire RM), so it is plausible but uncited.",,cited product sheet has NO dims,Request RSZ dimensional drawing from Ice Air,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsz-product-sheet.pdf
190,IceAir,8RSZ13,"36"" W x 16"" H x 11.375"" D (sleeve)",UNSOURCED,"Neither the cited RSZ product sheet nor the RSZ submittal contains dimensional data. Recorded 36x16x11.375 equals the Islandaire EZRM sleeve figure used on rows 92-99 (RSZ replaces Islandaire RM), so it is plausible but uncited.",,cited product sheet has NO dims,Request RSZ dimensional drawing from Ice Air,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsz-product-sheet.pdf
191,IceAir,8RSZ13A,"36"" W x 16"" H x 11.375"" D (sleeve)",UNSOURCED,"Neither the cited RSZ product sheet nor the RSZ submittal contains dimensional data. Recorded 36x16x11.375 equals the Islandaire EZRM sleeve figure used on rows 92-99 (RSZ replaces Islandaire RM), so it is plausible but uncited.",,cited product sheet has NO dims,Request RSZ dimensional drawing from Ice Air,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsz-product-sheet.pdf
192,IceAir,8RSZ18,"36"" W x 16"" H x 11.375"" D (sleeve)",UNSOURCED,"Neither the cited RSZ product sheet nor the RSZ submittal contains dimensional data. Recorded 36x16x11.375 equals the Islandaire EZRM sleeve figure used on rows 92-99 (RSZ replaces Islandaire RM), so it is plausible but uncited.",,cited product sheet has NO dims,Request RSZ dimensional drawing from Ice Air,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsz-product-sheet.pdf
193,IceAir,5RSCC09,"40.75"" W x 15.75"" H x 18.688"" D (sleeve)",WRONG,"Ice Air RSCC submittal drawing gives cooling chassis 42"" W x 15"" H x 19-1/4"" D (enclosure 54"" x 22""). Recorded 40.75 x 15.75 x 18.688 does not appear.","42"" W x 15"" H x 19.25"" D (chassis)",cited product sheet has NO dims,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rscc-submittal.pdf,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rscc-product-sheet.pdf
194,IceAir,5RSCC13,"40.75"" W x 15.75"" H x 18.688"" D (sleeve)",WRONG,"Ice Air RSCC submittal drawing gives cooling chassis 42"" W x 15"" H x 19-1/4"" D (enclosure 54"" x 22""). Recorded 40.75 x 15.75 x 18.688 does not appear.","42"" W x 15"" H x 19.25"" D (chassis)",cited product sheet has NO dims,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rscc-submittal.pdf,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rscc-product-sheet.pdf
195,IceAir,5RSCM13,"32"" W x 18.25"" H x 16.75"" D (sleeve)",UNSOURCED,Neither the cited RSCM product sheet nor the RSCM submittal contains dimensional data.,,cited product sheet has NO dims,Request RSCM dimensional drawing from Ice Air,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rscm-product-sheet.pdf
196,IceAir,5RSET13,"28"" W x 20"" H x depth TBD (sleeve)",WRONG,"RSET is listed under ""RSCC Replaces"" in the cited sheet - a legacy model given its replacement's document. Depth still TBD.",Identify actual 5RSET13 unit dims separately,cited sheet is for the replacement model,,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rscc-product-sheet.pdf
197,IceAir,5RSCM13-A,"32"" W x 18.25"" H x 16.75"" D (sleeve)",UNSOURCED,Neither the cited RSCM product sheet nor the RSCM submittal contains dimensional data.,,cited product sheet has NO dims,Request RSCM dimensional drawing from Ice Air,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rscm-product-sheet.pdf
198,IceAir,8RSCC13,"40.75"" W x 15.75"" H x 18.688"" D (sleeve)",WRONG,"Ice Air RSCC submittal drawing gives cooling chassis 42"" W x 15"" H x 19-1/4"" D (enclosure 54"" x 22""). Recorded 40.75 x 15.75 x 18.688 does not appear.","42"" W x 15"" H x 19.25"" D (chassis)",cited product sheet has NO dims,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rscc-submittal.pdf,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rscc-product-sheet.pdf
199,IceAir,8RSCC13-A,"40.75"" W x 15.75"" H x 18.688"" D (sleeve)",WRONG,"Ice Air RSCC submittal drawing gives cooling chassis 42"" W x 15"" H x 19-1/4"" D (enclosure 54"" x 22""). Recorded 40.75 x 15.75 x 18.688 does not appear.","42"" W x 15"" H x 19.25"" D (chassis)",cited product sheet has NO dims,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rscc-submittal.pdf,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rscc-product-sheet.pdf
200,IceAir,8RSWL16,"56.5"" W x 13.25"" H x depth TBD (sleeve)",DEAD LINK,8RSWL16 points at ice-air.com/product/rscc/ - the product page for a DIFFERENT series (RSCC). No RSWL literature exists at the expected Ice Air paths (both rswl URLs 404).,Depth TBD unresolved,wrong product page,Request RSWL literature from Ice Air,https://www.ice-air.com/product/rscc/
201,IceAir,8RSCC18,"40.75"" W x 15.75"" H x 18.688"" D (sleeve)",WRONG,"Ice Air RSCC submittal drawing gives cooling chassis 42"" W x 15"" H x 19-1/4"" D (enclosure 54"" x 22""). Recorded 40.75 x 15.75 x 18.688 does not appear.","42"" W x 15"" H x 19.25"" D (chassis)",cited product sheet has NO dims,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rscc-submittal.pdf,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rscc-product-sheet.pdf
202,IceAir,8RSCT18,"40.75"" W x 15.75"" H x 18.688"" D (sleeve)",WRONG,"RSCT is a legacy Ice-Cap unit that the RSCC REPLACES (per the RSCC sheet's own ""Replaces"" list) - it is being given its replacement's dimensions, and those dimensions are themselves wrong (see rows 193/194).",Identify actual 8RSCT18 unit dims separately,"cited sheet is for the replacement model, not this model",,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rscc-product-sheet.pdf
203,IceAir,8RSCM18,"32"" W x 18.25"" H x 16.75"" D (sleeve)",UNSOURCED,Neither the cited RSCM product sheet nor the RSCM submittal contains dimensional data.,,cited product sheet has NO dims,Request RSCM dimensional drawing from Ice Air,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rscm-product-sheet.pdf
204,IceAir,5RS1609,"37.5"" W (41.5 w/ hydronic) x 16"" H x 20.375"" D (sleeve)",UNSOURCED,"Recorded values are the ISLANDAIRE EZ16 sleeve-cabinet dims (verified in the Islandaire 16 cut sheet), not Ice Air data; the cited Ice Air RS16 product sheet contains no dimensions. Dimensionally plausible (both replace the same Type-16 opening). Also: the 41.5"" hydronic sleeve is 20.875"" deep, not 20.375"".","Split short 37.5x16x20.375 / hydronic 41.5x16x20.875, or obtain Ice Air RS16 drawing",cited product sheet has NO dims,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rs16-submittal.pdf,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rs16-product-sheet.pdf
