Row,Brand,Model,Cut Sheet,Dimensions,Dim status,Changed,Notes
217,IceAir,8CHPW19,https://www.ice-air.com/wp-content/uploads/ice-air-wshp-chpw-submittal.pdf,"54"" W x 25.25"" H x 11"" D",VERIFIED (sweep: all figures in cited doc),no,
218,GE,AZHS15DRXXA,https://www.geappliances.com/ge/zoneline/literature.htm,"42"" W x 16"" H x 20.8125"" D",FLAGGED - provenance,YES,dead link replaced (tested 200); 42x16 is the GE wall case per A&E manual; 20.8125 D appears in no GE engineering doc (installed envelope with grille is 20 7/8)
219,GE,AZ65H15DAB,https://www.geappliances.com/ge/zoneline/literature.htm,"42"" W x 16"" H x 20.8125"" D",FLAGGED - provenance,YES,dead link replaced (tested 200); 42x16 is the GE wall case per A&E manual; 20.8125 D appears in no GE engineering doc (installed envelope with grille is 20 7/8)
220,GE,AJCM12DCH,https://www.geappliances.com/appliance/GE-230-208-Volt-Built-In-Cool-Only-Room-Air-Conditioner-AJCM12DCH,"26"" W x 15 5/8"" H x 21 13/16"" D",FLAGGED - provenance,no,AJCM value not re-verified against GE literature
221,GE,AZ65H12DAD,https://content.abt.com/documents/72881/AZ65H12DAD_specs.pdf,"42"" W x 16"" H x 20.8125"" D",FLAGGED - provenance,no,42x16 is the GE wall case per A&E manual; 20.8125 D appears in no GE engineering doc (installed envelope with grille is 20 7/8)
222,GE,AZ65H15DBM,https://www.geappliances.com/ge/zoneline/literature.htm,"42"" W x 16"" H x 20.8125"" D",FLAGGED - provenance,YES,dead link replaced (tested 200); 42x16 is the GE wall case per A&E manual; 20.8125 D appears in no GE engineering doc (installed envelope with grille is 20 7/8)
223,GE,AZ65H09DBM,https://www.geappliances.com/ge/zoneline/literature.htm,"42"" W x 16"" H x 20.8125"" D",FLAGGED - provenance,YES,dead link replaced (tested 200); 42x16 is the GE wall case per A&E manual; 20.8125 D appears in no GE engineering doc (installed envelope with grille is 20 7/8)
224,GE,AZ65H12DBM,https://www.geappliances.com/ge/zoneline/literature.htm,"42"" W x 16"" H x 20.8125"" D",FLAGGED - provenance,YES,dead link replaced (tested 200); 42x16 is the GE wall case per A&E manual; 20.8125 D appears in no GE engineering doc (installed envelope with grille is 20 7/8)
225,GE,AZHS15DCXWA,https://www.geappliances.com/ge/zoneline/literature.htm,"42"" W x 16"" H x 20.8125"" D",FLAGGED - provenance,YES,dead link replaced (tested 200); 42x16 is the GE wall case per A&E manual; 20.8125 D appears in no GE engineering doc (installed envelope with grille is 20 7/8)
226,GE,AZHS07DCXXA,https://www.geappliances.com/ge/zoneline/literature.htm,"42"" W x 16"" H x 20.8125"" D",FLAGGED - provenance,YES,dead link replaced (tested 200); 42x16 is the GE wall case per A&E manual; 20.8125 D appears in no GE engineering doc (installed envelope with grille is 20 7/8)
227,GE,AZES09DCXXA,https://www.geappliances.com/ge/zoneline/literature.htm,"42"" W x 16"" H x 20.8125"" D",FLAGGED - provenance,YES,dead link replaced (tested 200); 42x16 is the GE wall case per A&E manual; 20.8125 D appears in no GE engineering doc (installed envelope with grille is 20 7/8)
228,GE,AZHS09DCXXA,https://www.geappliances.com/ge/zoneline/literature.htm,"42"" W x 16"" H x 20.8125"" D",FLAGGED - provenance,YES,dead link replaced (tested 200); 42x16 is the GE wall case per A&E manual; 20.8125 D appears in no GE engineering doc (installed envelope with grille is 20 7/8)
229,GE,AZ65H09DAB,https://www.geappliances.com/appliance/GE-Zoneline-Heat-Pump-Unit-230-208-Volt-AZ65H12DAB,"42"" W x 16"" H x 20.8125"" D",FLAGGED - provenance,no,42x16 is the GE wall case per A&E manual; 20.8125 D appears in no GE engineering doc (installed envelope with grille is 20 7/8)
230,GE,AZ65H12DAB,https://www.geappliances.com/appliance/GE-Zoneline-Heat-Pump-Unit-230-208-Volt-AZ65H12DAB,"42"" W x 16"" H x 20.8125"" D",FLAGGED - provenance,no,42x16 is the GE wall case per A&E manual; 20.8125 D appears in no GE engineering doc (installed envelope with grille is 20 7/8)
231,GE,AZHS12DCXXA,https://www.geappliances.com/appliance/GE-Zoneline-Heat-Pump-Fixed-Speed-Unit-with-Corrosion-Protection-12-000-BTU-230-208-Volt-AZHS12DCXXA,"42"" W x 16"" H x 20.8125"" D",FLAGGED - provenance,no,42x16 is the GE wall case per A&E manual; 20.8125 D appears in no GE engineering doc (installed envelope with grille is 20 7/8)
232,GE,AZ65H15DAC,https://www.geappliances.com/ge/zoneline/literature.htm,"42"" W x 16"" H x 20.8125"" D",FLAGGED - provenance,YES,dead link replaced (tested 200); 42x16 is the GE wall case per A&E manual; 20.8125 D appears in no GE engineering doc (installed envelope with grille is 20 7/8)
233,GE,AZVS15DMXWA,https://www.geappliances.com/ge/zoneline/literature.htm,"42"" W x 16"" H x 20.8125"" D",FLAGGED - provenance,YES,dead link replaced (tested 200); 42x16 is the GE wall case per A&E manual; 20.8125 D appears in no GE engineering doc (installed envelope with grille is 20 7/8)
234,GE,AZHS15DCXXA,https://www.geappliances.com/ge/zoneline/literature.htm,"42"" W x 16"" H x 20.8125"" D",FLAGGED - provenance,YES,dead link replaced (tested 200); 42x16 is the GE wall case per A&E manual; 20.8125 D appears in no GE engineering doc (installed envelope with grille is 20 7/8)
235,Friedrich,USC,https://www.friedrich.com/hubfs/2024%20Literature%20PDFs/Submittal/SUBM_UNIFIT%20REV%202.16.2024.pdf,"25 7/8"" W x 15 1/2"" H x 16 3/4"" D",VERIFIED (sweep),YES,UNIFIT submittal: USC Sleeve 15 1/2 H x 25 7/8 W x 16 3/4 D; landing page replaced with submittal
236,Friedrich,Wallmaster Wall Sleeve - WSE,https://www.friedrich.com/hubfs/2023%20Literature%20PDFs/Submittals/Thru-the-wall_Wallmaster_Submittal_2023.pdf,"27"" W x 16 3/4"" H x 16 3/4"" D",VERIFIED (sweep: all figures in cited doc),YES,URL percent-encoded
237,Friedrich,CCW08B10C,https://www.friedrich.com/hubfs/2025%20Literature%20PDFs/2025%20Submittals/Chill%20Premier_Submittal%20_2025.pdf,"18 1/2"" W x 13 1/2"" H x 19 3/4"" D",VERIFIED (sweep: all figures in cited doc),no,
238,Friedrich,CCW10B10B,https://www.friedrich.com/hubfs/2025%20Literature%20PDFs/2025%20Submittals/Chill%20Premier_Submittal%20_2025.pdf,"19 3/4"" W x 15 1/8"" H x 24"" D",VERIFIED (sweep: all figures in cited doc),no,
239,Friedrich,CCW12B10B,https://www.friedrich.com/hubfs/2025%20Literature%20PDFs/2025%20Submittals/Chill%20Premier_Submittal%20_2025.pdf,"19 3/4"" W x 15 1/8"" H x 24"" D",VERIFIED,YES,"dims VERIFIED: depth 24 1/2 -> 24, verified from Chill Premier submittal dimension table"
240,Friedrich,CCW15B10B,https://www.friedrich.com/hubfs/2025%20Literature%20PDFs/2025%20Submittals/Chill%20Premier_Submittal%20_2025.pdf,"23 5/8"" W x 17 7/8"" H x 25 3/8"" D",VERIFIED (sweep: all figures in cited doc),no,
241,Friedrich,CCV08A10A,https://www.friedrich.com/hubfs/2026%20Literature%20PDFs/2026%20Brochures/BR_CHILL%20INVERTER_REV%2002-14-25.pdf,"20.625"" W x 13.375"" H x 19.25"" D",VERIFIED (sweep-corrected),YES,"URL percent-encoded; doc table: 13 3/8 H, 20 5/8 W, 19 1/4 D; recorded 20.62/13.37 were truncations (row 242 already exact)"
242,Friedrich,CCV10A10A,https://www.friedrich.com/hubfs/2026%20Literature%20PDFs/2026%20Brochures/BR_CHILL%20INVERTER_REV%2002-14-25.pdf,"20.625"" W x 13.375"" H x 19.25"" D",VERIFIED (sweep: all figures in cited doc),YES,URL percent-encoded
243,Friedrich,UCT08B10A,https://www.friedrich.com/hubfs/2024%20Literature%20PDFs/Submittal/SUBM_UNIFIT_REV%202.16.2024.pdf,"24 1/4"" W x 14 1/2"" H x 20 5/16"" D",VERIFIED (sweep: all figures in cited doc),YES,URL percent-encoded
244,Friedrich,UCT10B10A,https://www.friedrich.com/hubfs/2024%20Literature%20PDFs/Submittal/SUBM_UNIFIT_REV%202.16.2024.pdf,"24 1/4"" W x 14 1/2"" H x 20 5/16"" D",VERIFIED (sweep: all figures in cited doc),YES,URL percent-encoded
245,Friedrich,UCT12B10A,https://www.friedrich.com/hubfs/2024%20Literature%20PDFs/Submittal/SUBM_UNIFIT_REV%202.16.2024.pdf,"24 1/4"" W x 14 1/2"" H x 20 5/16"" D",VERIFIED (sweep: all figures in cited doc),YES,URL percent-encoded
246,Friedrich,UCT10B30A,https://www.friedrich.com/hubfs/2024%20Literature%20PDFs/Submittal/SUBM_UNIFIT_REV%202.16.2024.pdf,"24 1/4"" W x 14 1/2"" H x 20 5/16"" D",VERIFIED (sweep: all figures in cited doc),YES,URL percent-encoded
247,Friedrich,UCT12B30A,https://www.friedrich.com/hubfs/2024%20Literature%20PDFs/Submittal/SUBM_UNIFIT_REV%202.16.2024.pdf,"24 1/4"" W x 14 1/2"" H x 20 5/16"" D",VERIFIED (sweep: all figures in cited doc),YES,URL percent-encoded
248,Friedrich,UCT14B30A,https://www.friedrich.com/hubfs/2024%20Literature%20PDFs/Submittal/SUBM_UNIFIT_REV%202.16.2024.pdf,"24 1/4"" W x 14 1/2"" H x 20 5/16"" D",VERIFIED (sweep: all figures in cited doc),YES,URL percent-encoded
249,Friedrich,KCVL28B30A,https://www.friedrich.com/hubfs/2025%20Literature%20PDFs/2025%20Submittals/K%C3%9CHL%20SUBMITTAL_2025.pdf,"28"" W x 20 3/16"" H x 35 1/2"" D (sleeve)",VERIFIED (sweep: Kühl sleeve table read visually),YES,URL percent-encoded
250,Friedrich,KCVL36B30A,https://www.friedrich.com/hubfs/2025%20Literature%20PDFs/2025%20Submittals/K%C3%9CHL%20SUBMITTAL_2025.pdf,"28"" W x 20 3/16"" H x 35 1/2"" D (sleeve)",VERIFIED (sweep: Kühl sleeve table read visually),YES,URL percent-encoded
251,Friedrich,KCVM14B10A,https://www.friedrich.com/hubfs/2025%20Literature%20PDFs/2025%20Submittals/K%C3%9CHL%20SUBMITTAL_2025.pdf,"25 15/16"" W x 17 15/16"" H x 29"" D (sleeve)",VERIFIED (sweep: Kühl sleeve table read visually),YES,URL percent-encoded
252,Friedrich,KCVM18B30A,https://www.friedrich.com/hubfs/2025%20Literature%20PDFs/2025%20Submittals/K%C3%9CHL%20SUBMITTAL_2025.pdf,"25 15/16"" W x 17 15/16"" H x 29"" D (sleeve)",VERIFIED (sweep: Kühl sleeve table read visually),YES,URL percent-encoded
253,Friedrich,KCVM24B30A,https://www.friedrich.com/hubfs/2025%20Literature%20PDFs/2025%20Submittals/K%C3%9CHL%20SUBMITTAL_2025.pdf,"25 15/16"" W x 17 15/16"" H x 29"" D (sleeve)",VERIFIED (sweep: Kühl sleeve table read visually),YES,URL percent-encoded
254,Friedrich,KCVQ08B10A,https://www.friedrich.com/hubfs/2025%20Literature%20PDFs/2025%20Submittals/K%C3%9CHL%20SUBMITTAL_2025.pdf,"19 3/4"" W x 14 1/4"" H x 21 3/8"" D (sleeve)",VERIFIED (sweep: Kühl sleeve table read visually),YES,URL percent-encoded
255,Friedrich,KCVS08B10A,https://www.friedrich.com/hubfs/2025%20Literature%20PDFs/2025%20Submittals/K%C3%9CHL%20SUBMITTAL_2025.pdf,"25 15/16"" W x 15 15/16"" H x 29"" D (sleeve)",VERIFIED (sweep: Kühl sleeve table read visually),YES,URL percent-encoded
256,Friedrich,KCVS12B10A,https://www.friedrich.com/hubfs/2025%20Literature%20PDFs/2025%20Submittals/K%C3%9CHL%20SUBMITTAL_2025.pdf,"25 15/16"" W x 15 15/16"" H x 29"" D (sleeve)",VERIFIED (sweep: Kühl sleeve table read visually),YES,URL percent-encoded
257,Friedrich,KCVS12B30A,https://www.friedrich.com/hubfs/2025%20Literature%20PDFs/2025%20Submittals/K%C3%9CHL%20SUBMITTAL_2025.pdf,"25 15/16"" W x 15 15/16"" H x 29"" D (sleeve)",VERIFIED (sweep: Kühl sleeve table read visually),YES,URL percent-encoded
258,Friedrich,KCVS16B30A,https://www.friedrich.com/hubfs/2025%20Literature%20PDFs/2025%20Submittals/K%C3%9CHL%20SUBMITTAL_2025.pdf,"25 15/16"" W x 15 15/16"" H x 29"" D (sleeve)",VERIFIED (sweep: Kühl sleeve table read visually),YES,URL percent-encoded
259,Friedrich,UET14B33A,https://www.friedrich.com/hubfs/2024%20Literature%20PDFs/Submittal/SUBM_UNIFIT_REV%202.16.2024.pdf,"24 1/4"" W x 14 1/2"" H x 20 5/16"" D",VERIFIED (sweep: all figures in cited doc),YES,URL percent-encoded
260,Friedrich,WCVT10B10A,https://www.friedrich.com/hubfs/2023%20Literature%20PDFs/Submittals/Thru-the-wall_Wallmaster_Submittal_2023.pdf,"27"" W x 16 3/4"" H x 16 3/4"" D (sleeve)",VERIFIED (sweep: all figures in cited doc),YES,URL percent-encoded
261,Friedrich,WCVT12B10A,https://www.friedrich.com/hubfs/2023%20Literature%20PDFs/Submittals/Thru-the-wall_Wallmaster_Submittal_2023.pdf,"27"" W x 16 3/4"" H x 16 3/4"" D (sleeve)",VERIFIED (sweep: all figures in cited doc),YES,URL percent-encoded
262,Friedrich,WHVT14B33A,https://www.friedrich.com/hubfs/2023%20Literature%20PDFs/Submittals/Thru-the-wall_Wallmaster_Submittal_2023.pdf,"27"" W x 16 3/4"" H x 16 3/4"" D (sleeve)",VERIFIED (sweep: all figures in cited doc),YES,URL percent-encoded
